size	colour	x	y	fill
2.69666460650931	#4793CF	0.101420808938769	0.587064676616915	#4793CF
1.10634533487515	#4793CF	0.0548097436053702	0.36318407960199	#4793CF
0	#4793CF	0.0454623990460085	0.0398009950248756	#4793CF
0.709929573971954	#4793CF	0.0494410284812065	0.736318407960199	#4793CF
2.36981011897578	#4793CF	0.0887445887445887	0.263681592039801	#4793CF
0.268328157299975	#4793CF	0.0460037732841971	0.860696517412935	#4793CF
0.709929573971954	#4793CF	0.0494352691808002	0.960199004975124	#4793CF
0.6	#4793CF	0.04841063728125	0.462686567164179	#4793CF
0	#4793CF	0.0455728728992559	0.512437810945274	#4793CF
0.268328157299975	#4793CF	0.0458351828541229	0.0149253731343284	#4793CF
0.268328157299975	#4793CF	0.0457864905870518	0.238805970149254	#4793CF
0.53665631459995	#4793CF	0.0475943873418535	0.63681592039801	#4793CF
0	#4793CF	0.0455189449045427	0.139303482587065	#4793CF
0.268328157299975	#4793CF	0.0458262821171314	0.562189054726368	#4793CF
0	#4793CF	0.0454655404825938	0.437810945273632	#4793CF
0	#4793CF	0.0455278456415342	0.786069651741294	#4793CF
0	#4793CF	0.0454545454545455	0.537313432835821	#4793CF
1.22963409191515	#4793CF	0.0572317912125851	0.313432835820895	#4793CF
1.98997487421324	#4793CF	0.075764696347169	0.114427860696517	#4793CF
0	#4793CF	0.0454545454545455	0.711442786069652	#4793CF
0	#4793CF	0.0455079498764944	0.213930348258706	#4793CF
0.657267069006199	#4793CF	0.0490671975275637	0.189054726368159	#4793CF
2.35457002444183	#4793CF	0.0882131623889201	0.885572139303483	#4793CF
0.53665631459995	#4793CF	0.0474980499532397	0.686567164179104	#4793CF
0.379473319220205	#4793CF	0.0467352044357922	0.835820895522388	#4793CF
0.6	#4793CF	0.0480284291633799	0.288557213930348	#4793CF
0.848528137423857	#4793CF	0.050715928162047	0.338308457711443	#4793CF
0.46475800154489	#4793CF	0.0472247449703244	0.985074626865672	#4793CF
0.379473319220205	#4793CF	0.0462885968679249	0.810945273631841	#4793CF
0.709929573971954	#4793CF	0.0492195572019476	0.761194029850746	#4793CF
0	#4793CF	0.0457425104748585	0.487562189054726	#4793CF
0	#4793CF	0.0454833419565768	0.412935323383085	#4793CF
0.268328157299975	#4793CF	0.0457576940850205	0.388059701492537	#4793CF
0	#4793CF	0.0456262773212049	0.0895522388059701	#4793CF
1.46969384566991	#4793CF	0.0623355785180608	0.0646766169154229	#4793CF
0.268328157299975	#4793CF	0.0460734084618364	0.91044776119403	#4793CF
0	#4793CF	0.0455796793451906	0.164179104477612	#4793CF
0	#4793CF	0.045624183030148	0.611940298507463	#4793CF
1.95345847153196	#4793CF	0.0747829974142835	0.661691542288557	#4793CF
6	#4793CF	0.322993137741209	0.935323383084577	#4793CF
