size	colour	x	y	fill
3	#3977AA	0.119792977234742	0.587064676616915	#3977AA
0.379473319220205	#3977AA	0.0463990707211723	0.36318407960199	#3977AA
0	#3977AA	0.0455079498764944	0.0398009950248756	#3977AA
0.967470929795826	#3977AA	0.0531489707973102	0.736318407960199	#3977AA
3.023904760405	#3977AA	0.120958973780628	0.263681592039801	#3977AA
0	#3977AA	0.0454802005199915	0.860696517412935	#3977AA
1.25857061780418	#3977AA	0.0583297232991241	0.960199004975124	#3977AA
0.379473319220205	#3977AA	0.0466231598642522	0.462686567164179	#3977AA
0	#3977AA	0.0454786298016989	0.512437810945274	#3977AA
0.268328157299975	#3977AA	0.0457969620423359	0.0149253731343284	#3977AA
0	#3977AA	0.0455932922370599	0.238805970149254	#3977AA
0.709929573971954	#3977AA	0.0496305618218489	0.63681592039801	#3977AA
0	#3977AA	0.0454603047549517	0.139303482587065	#3977AA
0	#3977AA	0.0454932898390967	0.562189054726368	#3977AA
0	#3977AA	0.0454807240927557	0.437810945273632	#3977AA
0	#3977AA	0.0455456471155172	0.786069651741294	#3977AA
0	#3977AA	0.0454545454545455	0.537313432835821	#3977AA
0.804984471899924	#3977AA	0.050922215831144	0.313432835820895	#3977AA
2.16333076527839	#3977AA	0.0843408182248559	0.114427860696517	#3977AA
0	#3977AA	0.0454545454545455	0.711442786069652	#3977AA
0	#3977AA	0.0454733940740569	0.213930348258706	#3977AA
0.709929573971954	#3977AA	0.0497954872425737	0.189054726368159	#3977AA
0.967470929795826	#3977AA	0.0532238417025916	0.885572139303483	#3977AA
0.709929573971954	#3977AA	0.0493436439470643	0.686567164179104	#3977AA
0.6	#3977AA	0.0483959772438522	0.835820895522388	#3977AA
0.53665631459995	#3977AA	0.0477399405703027	0.288557213930348	#3977AA
0.657267069006199	#3977AA	0.0491310734047968	0.338308457711443	#3977AA
0.268328157299975	#3977AA	0.0460116268756602	0.985074626865672	#3977AA
0.379473319220205	#3977AA	0.0465571896959623	0.810945273631841	#3977AA
0.379473319220205	#3977AA	0.0464948845370219	0.761194029850746	#3977AA
0	#3977AA	0.0454681583464148	0.487562189054726	#3977AA
0	#3977AA	0.0454545454545455	0.412935323383085	#3977AA
0	#3977AA	0.0455650193077928	0.388059701492537	#3977AA
0.268328157299975	#3977AA	0.0463069219146721	0.0895522388059701	#3977AA
1.56460857724864	#3977AA	0.0654906279951634	0.0646766169154229	#3977AA
0	#3977AA	0.0457001010809579	0.91044776119403	#3977AA
0	#3977AA	0.0454739176468211	0.164179104477612	#3977AA
0	#3977AA	0.0457095253907136	0.611940298507463	#3977AA
1.77988763690296	#3977AA	0.0718190519961159	0.661691542288557	#3977AA
6	#3977AA	0.342774763918423	0.935323383084577	#3977AA
