size	colour	x	y	fill
1.56460857724864	#55B1F7	0.0597161439787404	0.587064676616915	#55B1F7
0.379473319220205	#55B1F7	0.0464336265236098	0.36318407960199	#55B1F7
0	#55B1F7	0.0454681583464148	0.0398009950248756	#55B1F7
0.379473319220205	#55B1F7	0.0463053511963795	0.736318407960199	#55B1F7
1.75954539583382	#55B1F7	0.0637130984606856	0.263681592039801	#55B1F7
0	#55B1F7	0.0454681583464148	0.860696517412935	#55B1F7
0.758946638440411	#55B1F7	0.0486530514710772	0.960199004975124	#55B1F7
0.53665631459995	#55B1F7	0.0472723900918671	0.462686567164179	#55B1F7
0	#55B1F7	0.0454655404825938	0.512437810945274	#55B1F7
0.268328157299975	#55B1F7	0.0458069099248558	0.0149253731343284	#55B1F7
0.268328157299975	#55B1F7	0.045769212685833	0.238805970149254	#55B1F7
0.6	#55B1F7	0.0474865313524272	0.63681592039801	#55B1F7
0.268328157299975	#55B1F7	0.0459514160077765	0.139303482587065	#55B1F7
0	#55B1F7	0.0455231334866564	0.562189054726368	#55B1F7
0	#55B1F7	0.045504284867145	0.437810945273632	#55B1F7
0	#55B1F7	0.0454545454545455	0.786069651741294	#55B1F7
0	#55B1F7	0.0454545454545455	0.537313432835821	#55B1F7
2.69666460650931	#55B1F7	0.088258713219406	0.313432835820895	#55B1F7
2.16333076527839	#55B1F7	0.0731682990094736	0.114427860696517	#55B1F7
0	#55B1F7	0.0454629226187727	0.711442786069652	#55B1F7
0	#55B1F7	0.0454765355106421	0.213930348258706	#55B1F7
0.6	#55B1F7	0.0475184692910437	0.189054726368159	#55B1F7
1.22963409191515	#55B1F7	0.0541636548143406	0.885572139303483	#55B1F7
0.46475800154489	#55B1F7	0.0465933162166925	0.686567164179104	#55B1F7
0.6	#55B1F7	0.0473771046447082	0.835820895522388	#55B1F7
0.46475800154489	#55B1F7	0.0466215891459596	0.288557213930348	#55B1F7
0.967470929795826	#55B1F7	0.0508070298230188	0.338308457711443	#55B1F7
0.268328157299975	#55B1F7	0.0457341333106312	0.985074626865672	#55B1F7
0.379473319220205	#55B1F7	0.046446715842715	0.810945273631841	#55B1F7
0.657267069006199	#55B1F7	0.04796245899509	0.761194029850746	#55B1F7
0	#55B1F7	0.0455257513504774	0.487562189054726	#55B1F7
0.268328157299975	#55B1F7	0.0459357088248504	0.412935323383085	#55B1F7
0	#55B1F7	0.0455624014439718	0.388059701492537	#55B1F7
0.379473319220205	#55B1F7	0.0462488053378453	0.0895522388059701	#55B1F7
1.3145341380124	#55B1F7	0.0557972018386619	0.0646766169154229	#55B1F7
0.268328157299975	#55B1F7	0.0458524607553417	0.91044776119403	#55B1F7
0.268328157299975	#55B1F7	0.0458163342346115	0.164179104477612	#55B1F7
0.379473319220205	#55B1F7	0.046146185076061	0.611940298507463	#55B1F7
3.2310988842807	#55B1F7	0.106866489259271	0.661691542288557	#55B1F7
6	#55B1F7	0.257515651422427	0.935323383084577	#55B1F7
