size	colour	x	y	fill
2.50279843375371	#2C5C86	0.186240643885597	0.587064676616915	#2C5C86
0.46475800154489	#2C5C86	0.049944181907608	0.36318407960199	#2C5C86
0	#2C5C86	0.0454650169098296	0.0398009950248756	#2C5C86
0.46475800154489	#2C5C86	0.0506850373689589	0.736318407960199	#2C5C86
4.2680206185069	#2C5C86	0.453055942388566	0.263681592039801	#2C5C86
0	#2C5C86	0.0456430316496595	0.860696517412935	#2C5C86
0.46475800154489	#2C5C86	0.0505305834035183	0.960199004975124	#2C5C86
0.379473319220205	#2C5C86	0.047957223267448	0.462686567164179	#2C5C86
0	#2C5C86	0.0459964432654982	0.512437810945274	#2C5C86
0.268328157299975	#2C5C86	0.0470964696430941	0.0149253731343284	#2C5C86
0	#2C5C86	0.0458624086378616	0.238805970149254	#2C5C86
0.6	#2C5C86	0.0537694045228938	0.63681592039801	#2C5C86
0	#2C5C86	0.0455236570594206	0.139303482587065	#2C5C86
0	#2C5C86	0.0455566421435655	0.562189054726368	#2C5C86
0	#2C5C86	0.0454545454545455	0.437810945273632	#2C5C86
0	#2C5C86	0.0455707786081991	0.786069651741294	#2C5C86
0	#2C5C86	0.0454545454545455	0.537313432835821	#2C5C86
0.46475800154489	#2C5C86	0.0501907846795489	0.313432835820895	#2C5C86
0.92951600308978	#2C5C86	0.0652377423500522	0.114427860696517	#2C5C86
0	#2C5C86	0.0454545454545455	0.711442786069652	#2C5C86
0	#2C5C86	0.0460707905980154	0.213930348258706	#2C5C86
0.379473319220205	#2C5C86	0.0489839494580551	0.189054726368159	#2C5C86
0.758946638440411	#2C5C86	0.0591585389848615	0.885572139303483	#2C5C86
0.379473319220205	#2C5C86	0.0482373346962979	0.686567164179104	#2C5C86
0.6	#2C5C86	0.0542165356635253	0.835820895522388	#2C5C86
0.379473319220205	#2C5C86	0.0489331628999271	0.288557213930348	#2C5C86
0.46475800154489	#2C5C86	0.0510243125201641	0.338308457711443	#2C5C86
0.268328157299975	#2C5C86	0.0472739608101597	0.985074626865672	#2C5C86
0.268328157299975	#2C5C86	0.0467006486333547	0.810945273631841	#2C5C86
0.46475800154489	#2C5C86	0.0497960108153379	0.761194029850746	#2C5C86
0	#2C5C86	0.0457027189447789	0.487562189054726	#2C5C86
0	#2C5C86	0.0454629226187727	0.412935323383085	#2C5C86
0.379473319220205	#2C5C86	0.0483917886617386	0.388059701492537	#2C5C86
0.268328157299975	#2C5C86	0.0465619018508402	0.0895522388059701	#2C5C86
1.3145341380124	#2C5C86	0.0840319102939746	0.0646766169154229	#2C5C86
0	#2C5C86	0.0457100489634778	0.91044776119403	#2C5C86
0.268328157299975	#2C5C86	0.0464859838000304	0.164179104477612	#2C5C86
0.268328157299975	#2C5C86	0.0472886208475575	0.611940298507463	#2C5C86
2.24499443206436	#2C5C86	0.158166148696131	0.661691542288557	#2C5C86
6	#2C5C86	0.851614190539229	0.935323383084577	#2C5C86
