size	x	y
1.01	0.10423197492163	0.0170454545454545
4.19	0.0630877742946708	0.0454545454545455
1.04	0.114028213166144	0.0738636363636364
1.97	0.0738636363636364	0.102272727272727
3.88	0.0532915360501567	0.130681818181818
1.03	0.288401253918495	0.159090909090909
1.85	0.0591692789968652	0.1875
1.01	0.0924764890282132	0.215909090909091
1.01	0.094435736677116	0.244318181818182
1.05	0.27762539184953	0.272727272727273
2.85	0.0963949843260188	0.301136363636364
1.72	0.139498432601881	0.329545454545455
1.22	0.11794670846395	0.357954545454545
1.3	0.110109717868339	0.386363636363636
1.94	0.0640673981191223	0.414772727272727
3	0.0983542319749216	0.443181818181818
2.17	0.136559561128527	0.471590909090909
1	0.0591692789968652	0.5
3.27	0.0630877742946708	0.528409090909091
4.62	0.094435736677116	0.556818181818182
1.08	0.0954153605015674	0.585227272727273
1.08	0.0895376175548589	0.613636363636364
1.03	0.108150470219436	0.642045454545455
1.06	0.113048589341693	0.670454545454545
1.51	0.239420062695925	0.698863636363636
2.47	0.0542711598746081	0.727272727272727
1.04	0.0914968652037618	0.755681818181818
1.82	0.164968652037618	0.784090909090909
2.91	0.0826802507836991	0.8125
1.02	0.11794670846395	0.840909090909091
3.81	0.0787617554858934	0.869318181818182
1.13	0.0581896551724138	0.897727272727273
6	0.0738636363636364	0.926136363636364
1.3	0.0973746081504702	0.954545454545454
4.05	0.0581896551724138	0.982954545454545
