size	x	y
1.01	0.278605015673981	0.0170454545454545
4.19	0.218847962382445	0.0454545454545455
1.04	0.17378526645768	0.0738636363636364
1.97	0.136559561128527	0.102272727272727
3.88	0.115987460815047	0.130681818181818
1.03	0.494122257053292	0.159090909090909
1.85	0.189459247648903	0.1875
1.01	0.286442006269592	0.215909090909091
1.01	0.345219435736677	0.244318181818182
1.05	0.594043887147335	0.272727272727273
2.85	0.370689655172414	0.301136363636364
1.72	0.362852664576802	0.329545454545455
1.22	0.188479623824451	0.357954545454545
1.3	0.163009404388715	0.386363636363636
1.94	0.19435736677116	0.414772727272727
3	0.287421630094044	0.443181818181818
2.17	0.272727272727273	0.471590909090909
1	0.412813479623824	0.5
3.27	0.220807210031348	0.528409090909091
4.62	0.280564263322884	0.556818181818182
1.08	0.230603448275862	0.585227272727273
1.08	0.0895376175548589	0.613636363636364
1.03	0.171826018808777	0.642045454545455
1.06	0.0983542319749216	0.670454545454545
1.51	0.417711598746081	0.698863636363636
2.47	0.178683385579937	0.727272727272727
1.04	0.49314263322884	0.755681818181818
1.82	0.501959247648903	0.784090909090909
2.91	0.272727272727273	0.8125
1.02	0.0640673981191223	0.840909090909091
3.81	0.353056426332288	0.869318181818182
1.13	0.116967084639498	0.897727272727273
6	0.228644200626959	0.926136363636364
1.3	0.260971786833856	0.954545454545454
4.05	0.119905956112853	0.982954545454545
