size	x	y
1.01	0.122844827586207	0.0170454545454545
4.19	0.118926332288401	0.0454545454545455
1.04	0.116967084639498	0.0738636363636364
1.97	0.128722570532915	0.102272727272727
3.88	0.106191222570533	0.130681818181818
1.03	0.361873040752351	0.159090909090909
1.85	0.0817006269592477	0.1875
1.01	0.11794670846395	0.215909090909091
1.01	0.127742946708464	0.244318181818182
1.05	0.341300940438871	0.272727272727273
2.85	0.122844827586207	0.301136363636364
1.72	0.16692789968652	0.329545454545455
1.22	0.118926332288401	0.357954545454545
1.3	0.118926332288401	0.386363636363636
1.94	0.10423197492163	0.414772727272727
3	0.162029780564263	0.443181818181818
2.17	0.191418495297806	0.471590909090909
1	0.174764890282132	0.5
3.27	0.094435736677116	0.528409090909091
4.62	0.16692789968652	0.556818181818182
1.08	0.125783699059561	0.585227272727273
1.08	0.11108934169279	0.613636363636364
1.03	0.185540752351097	0.642045454545455
1.06	0.123824451410658	0.670454545454545
1.51	0.321708463949843	0.698863636363636
2.47	0.0865987460815047	0.727272727272727
1.04	0.169866771159875	0.755681818181818
1.82	0.162029780564263	0.784090909090909
2.91	0.10423197492163	0.8125
1.02	0.149294670846395	0.840909090909091
3.81	0.140478056426332	0.869318181818182
1.13	0.108150470219436	0.897727272727273
6	0.115987460815047	0.926136363636364
1.3	0.144396551724138	0.954545454545454
4.05	0.11794670846395	0.982954545454545
