size	x	y
1.01	0.292319749216301	0.0170454545454545
4.19	0.127742946708464	0.0454545454545455
1.04	0.252155172413793	0.0738636363636364
1.97	0.253134796238245	0.102272727272727
3.88	0.289380877742947	0.130681818181818
1.03	0.311912225705329	0.159090909090909
1.85	0.144396551724138	0.1875
1.01	0.188479623824451	0.215909090909091
1.01	0.242358934169279	0.244318181818182
1.05	0.341300940438871	0.272727272727273
2.85	0.226684952978056	0.301136363636364
1.72	0.207092476489028	0.329545454545455
1.22	0.288401253918495	0.357954545454545
1.3	0.499020376175549	0.386363636363636
1.94	0.20807210031348	0.414772727272727
3	0.255094043887147	0.443181818181818
2.17	0.327586206896552	0.471590909090909
1	0.234521943573668	0.5
3.27	0.178683385579937	0.528409090909091
4.62	0.227664576802508	0.556818181818182
1.08	0.56955329153605	0.585227272727273
1.08	0.283503134796238	0.613636363636364
1.03	0.364811912225705	0.642045454545455
1.06	0.281543887147335	0.670454545454545
1.51	0.363832288401254	0.698863636363636
2.47	0.148315047021944	0.727272727272727
1.04	0.296238244514107	0.755681818181818
1.82	0.198275862068965	0.784090909090909
2.91	0.195336990595611	0.8125
1.02	0.261951410658307	0.840909090909091
3.81	0.259012539184953	0.869318181818182
1.13	0.162029780564263	0.897727272727273
6	0.278605015673981	0.926136363636364
1.3	0.179663009404389	0.954545454545454
4.05	0.215909090909091	0.982954545454545
