size	x	y
1.01	0.74294670846395	0.0170454545454545
4.19	0.574451410658307	0.0454545454545455
1.04	0.426528213166144	0.0738636363636364
1.97	0.462774294670846	0.102272727272727
3.88	0.542123824451411	0.130681818181818
1.03	0.654780564263323	0.159090909090909
1.85	0.303095611285266	0.1875
1.01	0.597962382445141	0.215909090909091
1.01	0.781152037617555	0.244318181818182
1.05	0.563675548589342	0.272727272727273
2.85	0.61069749216301	0.301136363636364
1.72	0.692006269592476	0.329545454545455
1.22	0.6391065830721	0.357954545454545
1.3	0.617554858934169	0.386363636363636
1.94	0.468652037617555	0.414772727272727
3	0.59012539184953	0.443181818181818
2.17	0.495101880877743	0.471590909090909
1	0.492163009404389	0.5
3.27	0.434365203761756	0.528409090909091
4.62	0.56269592476489	0.556818181818182
1.08	0.54898119122257	0.585227272727273
1.08	0.419670846394984	0.613636363636364
1.03	0.662617554858934	0.642045454545455
1.06	0.512735109717868	0.670454545454545
1.51	0.705721003134796	0.698863636363636
2.47	0.385384012539185	0.727272727272727
1.04	0.650862068965517	0.755681818181818
1.82	0.646943573667711	0.784090909090909
2.91	0.648902821316614	0.8125
1.02	0.699843260188088	0.840909090909091
3.81	0.644984326018809	0.869318181818182
1.13	0.454937304075235	0.897727272727273
6	0.636167711598746	0.926136363636364
1.3	0.671434169278997	0.954545454545454
4.05	0.456896551724138	0.982954545454545
