State,year,sector,gdp
A&N Islands,2005,Agriculture,236
A&N Islands,2006,Agriculture,177
A&N Islands,2007,Agriculture,205
A&N Islands,2008,Agriculture,220
A&N Islands,2009,Agriculture,221
A&N Islands,2010,Agriculture,221
A&N Islands,2011,Agriculture,231
A&N Islands,2012,Agriculture,238
A&N Islands,2013,Agriculture,248
A&N Islands,2014,Agriculture,253
Andhra Pradesh,2005,Agriculture,46251
Andhra Pradesh,2006,Agriculture,49335
Andhra Pradesh,2007,Agriculture,50112
Andhra Pradesh,2008,Agriculture,59523
Andhra Pradesh,2009,Agriculture,59700
Andhra Pradesh,2010,Agriculture,59924
Andhra Pradesh,2011,Agriculture,62191
Andhra Pradesh,2012,Agriculture,61137
Andhra Pradesh,2013,Agriculture,64878
Andhra Pradesh,2014,Agriculture,67743
Arunachal Pradesh,2005,Agriculture,572
Arunachal Pradesh,2006,Agriculture,538
Arunachal Pradesh,2007,Agriculture,642
Arunachal Pradesh,2008,Agriculture,806
Arunachal Pradesh,2009,Agriculture,697
Arunachal Pradesh,2010,Agriculture,683
Arunachal Pradesh,2011,Agriculture,856
Arunachal Pradesh,2012,Agriculture,946
Arunachal Pradesh,2013,Agriculture,906
Arunachal Pradesh,2014,Agriculture,962
Assam,2005,Agriculture,11589
Assam,2006,Agriculture,11811
Assam,2007,Agriculture,12009
Assam,2008,Agriculture,12373
Assam,2009,Agriculture,12524
Assam,2010,Agriculture,13336
Assam,2011,Agriculture,13776
Assam,2012,Agriculture,14435
Assam,2013,Agriculture,15063
Assam,2014,Agriculture,15733
Bihar,2005,Agriculture,20673
Bihar,2006,Agriculture,17875
Bihar,2007,Agriculture,23338
Bihar,2008,Agriculture,21290
Bihar,2009,Agriculture,25983
Bihar,2010,Agriculture,21987
Bihar,2011,Agriculture,26365
Bihar,2012,Agriculture,29931
Bihar,2013,Agriculture,32694
Bihar,2014,Agriculture,28908
Chandigarh,2005,Agriculture,70
Chandigarh,2006,Agriculture,73
Chandigarh,2007,Agriculture,73
Chandigarh,2008,Agriculture,73
Chandigarh,2009,Agriculture,77
Chandigarh,2010,Agriculture,66
Chandigarh,2011,Agriculture,64
Chandigarh,2012,Agriculture,52
Chandigarh,2013,Agriculture,49
Chandigarh,2014,Agriculture,49
Chhattisgarh,2005,Agriculture,7057
Chhattisgarh,2006,Agriculture,8325
Chhattisgarh,2007,Agriculture,8738
Chhattisgarh,2008,Agriculture,9743
Chhattisgarh,2009,Agriculture,8359
Chhattisgarh,2010,Agriculture,9268
Chhattisgarh,2011,Agriculture,11668
Chhattisgarh,2012,Agriculture,12029
Chhattisgarh,2013,Agriculture,13375
Chhattisgarh,2014,Agriculture,13513
Goa,2005,Agriculture,662
Goa,2006,Agriculture,830
Goa,2007,Agriculture,651
Goa,2008,Agriculture,687
Goa,2009,Agriculture,615
Goa,2010,Agriculture,623
Goa,2011,Agriculture,630
Goa,2012,Agriculture,642
Goa,2013,Agriculture,618
Gujarat,2005,Agriculture,26746
Gujarat,2006,Agriculture,33982
Gujarat,2007,Agriculture,33616
Gujarat,2008,Agriculture,37155
Gujarat,2009,Agriculture,33920
Gujarat,2010,Agriculture,33544
Gujarat,2011,Agriculture,42098
Gujarat,2012,Agriculture,44517
Gujarat,2013,Agriculture,40820
Haryana,2005,Agriculture,20971
Haryana,2006,Agriculture,20533
Haryana,2007,Agriculture,23543
Haryana,2008,Agriculture,23476
Haryana,2009,Agriculture,25212
Haryana,2010,Agriculture,24771
Haryana,2011,Agriculture,26092
Haryana,2012,Agriculture,28200
Haryana,2013,Agriculture,27776
Haryana,2014,Agriculture,28683
Himachal Pradesh,2005,Agriculture,4747
Himachal Pradesh,2006,Agriculture,4944
Himachal Pradesh,2007,Agriculture,4693
Himachal Pradesh,2008,Agriculture,5251
Himachal Pradesh,2009,Agriculture,5161
Himachal Pradesh,2010,Agriculture,4225
Himachal Pradesh,2011,Agriculture,5453
Himachal Pradesh,2012,Agriculture,5064
Himachal Pradesh,2013,Agriculture,5602
Himachal Pradesh,2014,Agriculture,6595
Jammu Kashmir,2005,Agriculture,6100
Jammu Kashmir,2006,Agriculture,6133
Jammu Kashmir,2007,Agriculture,6234
Jammu Kashmir,2008,Agriculture,6321
Jammu Kashmir,2009,Agriculture,6601
Jammu Kashmir,2010,Agriculture,6581
Jammu Kashmir,2011,Agriculture,7282
Jammu Kashmir,2012,Agriculture,7466
Jammu Kashmir,2013,Agriculture,7151
Jammu Kashmir,2014,Agriculture,7567
Jharkhand,2005,Agriculture,6795
Jharkhand,2006,Agriculture,7023
Jharkhand,2007,Agriculture,7995
Jharkhand,2008,Agriculture,8462
Jharkhand,2009,Agriculture,10198
Jharkhand,2010,Agriculture,9251
Jharkhand,2011,Agriculture,9722
Jharkhand,2012,Agriculture,12821
Jharkhand,2013,Agriculture,13750
Jharkhand,2014,Agriculture,15017
Karnataka,2005,Agriculture,26455
Karnataka,2006,Agriculture,29377
Karnataka,2007,Agriculture,28350
Karnataka,2008,Agriculture,32330
Karnataka,2009,Agriculture,32768
Karnataka,2010,Agriculture,34063
Karnataka,2011,Agriculture,39573
Karnataka,2012,Agriculture,36317
Karnataka,2013,Agriculture,35170
Karnataka,2014,Agriculture,35397
Kerala,2005,Agriculture,16981
Kerala,2006,Agriculture,18042
Kerala,2007,Agriculture,16568
Kerala,2008,Agriculture,16197
Kerala,2009,Agriculture,16534
Kerala,2010,Agriculture,16037
Kerala,2011,Agriculture,14869
Kerala,2012,Agriculture,14758
Kerala,2013,Agriculture,15588
Madhya Pradesh,2005,Agriculture,27540
Madhya Pradesh,2006,Agriculture,29737
Madhya Pradesh,2007,Agriculture,30560
Madhya Pradesh,2008,Agriculture,30020
Madhya Pradesh,2009,Agriculture,32898
Madhya Pradesh,2010,Agriculture,35985
Madhya Pradesh,2011,Agriculture,36046
Madhya Pradesh,2012,Agriculture,43200
Madhya Pradesh,2013,Agriculture,51909
Madhya Pradesh,2014,Agriculture,64880
Maharashtra,2005,Agriculture,34423
Maharashtra,2006,Agriculture,38364
Maharashtra,2007,Agriculture,44587
Maharashtra,2008,Agriculture,51855
Maharashtra,2009,Agriculture,41549
Maharashtra,2010,Agriculture,43287
Maharashtra,2011,Agriculture,54016
Maharashtra,2012,Agriculture,53311
Maharashtra,2013,Agriculture,51973
Maharashtra,2014,Agriculture,53961
Manipur,2005,Agriculture,963
Manipur,2006,Agriculture,953
Manipur,2007,Agriculture,953
Manipur,2008,Agriculture,1079
Manipur,2009,Agriculture,1211
Manipur,2010,Agriculture,1414
Manipur,2011,Agriculture,1098
Manipur,2012,Agriculture,1138
Manipur,2013,Agriculture,1174
Meghalaya,2005,Agriculture,1088
Meghalaya,2006,Agriculture,1172
Meghalaya,2007,Agriculture,1194
Meghalaya,2008,Agriculture,1186
Meghalaya,2009,Agriculture,1252
Meghalaya,2010,Agriculture,1263
Meghalaya,2011,Agriculture,1289
Meghalaya,2012,Agriculture,1367
Meghalaya,2013,Agriculture,1406
Meghalaya,2014,Agriculture,1495
Mizoram,2005,Agriculture,361
Mizoram,2006,Agriculture,371
Mizoram,2007,Agriculture,386
Mizoram,2008,Agriculture,473
Mizoram,2009,Agriculture,569
Mizoram,2010,Agriculture,642
Mizoram,2011,Agriculture,773
Mizoram,2012,Agriculture,740
Mizoram,2013,Agriculture,735
Nagaland,2005,Agriculture,1602
Nagaland,2006,Agriculture,1630
Nagaland,2007,Agriculture,1637
Nagaland,2008,Agriculture,1640
Nagaland,2009,Agriculture,1738
Nagaland,2010,Agriculture,1799
Nagaland,2011,Agriculture,1965
Nagaland,2012,Agriculture,2075
Nagaland,2013,Agriculture,2158
Nagaland,2014,Agriculture,2248
NCT of Delhi,2005,Agriculture,1018
NCT of Delhi,2006,Agriculture,983
NCT of Delhi,2007,Agriculture,995
NCT of Delhi,2008,Agriculture,964
NCT of Delhi,2009,Agriculture,956
NCT of Delhi,2010,Agriculture,1230
NCT of Delhi,2011,Agriculture,1331
NCT of Delhi,2012,Agriculture,1354
NCT of Delhi,2013,Agriculture,1379
NCT of Delhi,2014,Agriculture,1424
Odisha,2005,Agriculture,14604
Odisha,2006,Agriculture,15110
Odisha,2007,Agriculture,15350
Odisha,2008,Agriculture,16169
Odisha,2009,Agriculture,16450
Odisha,2010,Agriculture,18009
Odisha,2011,Agriculture,18423
Odisha,2012,Agriculture,17370
Odisha,2013,Agriculture,19580
Odisha,2014,Agriculture,18889
Puducherry,2005,Agriculture,200
Puducherry,2006,Agriculture,222
Puducherry,2007,Agriculture,261
Puducherry,2008,Agriculture,271
Puducherry,2009,Agriculture,333
Puducherry,2010,Agriculture,243
Puducherry,2011,Agriculture,310
Puducherry,2012,Agriculture,275
Puducherry,2013,Agriculture,322
Puducherry,2014,Agriculture,410
Punjab,2005,Agriculture,30141
Punjab,2006,Agriculture,30377
Punjab,2007,Agriculture,31248
Punjab,2008,Agriculture,32499
Punjab,2009,Agriculture,33114
Punjab,2010,Agriculture,32925
Punjab,2011,Agriculture,33438
Punjab,2012,Agriculture,34025
Punjab,2013,Agriculture,34008
Punjab,2014,Agriculture,34079
Rajasthan,2005,Agriculture,27917
Rajasthan,2006,Agriculture,28044
Rajasthan,2007,Agriculture,30352
Rajasthan,2008,Agriculture,30803
Rajasthan,2009,Agriculture,32262
Rajasthan,2010,Agriculture,31163
Rajasthan,2011,Agriculture,44239
Rajasthan,2012,Agriculture,44093
Rajasthan,2013,Agriculture,44105
Rajasthan,2014,Agriculture,44123
Sikkim,2005,Agriculture,285
Sikkim,2006,Agriculture,298
Sikkim,2007,Agriculture,299
Sikkim,2008,Agriculture,313
Sikkim,2009,Agriculture,330
Sikkim,2010,Agriculture,346
Sikkim,2011,Agriculture,365
Sikkim,2012,Agriculture,516
Sikkim,2013,Agriculture,528
Sikkim,2014,Agriculture,546
Tamil Nadu,2005,Agriculture,21027
Tamil Nadu,2006,Agriculture,23442
Tamil Nadu,2007,Agriculture,27058
Tamil Nadu,2008,Agriculture,25789
Tamil Nadu,2009,Agriculture,25093
Tamil Nadu,2010,Agriculture,26738
Tamil Nadu,2011,Agriculture,28795
Tamil Nadu,2012,Agriculture,31976
Tamil Nadu,2013,Agriculture,27808
Tamil Nadu,2014,Agriculture,30094
Tripura,2005,Agriculture,1848
Tripura,2006,Agriculture,1889
Tripura,2007,Agriculture,2048
Tripura,2008,Agriculture,2439
Tripura,2009,Agriculture,2482
Tripura,2010,Agriculture,2440
Tripura,2011,Agriculture,2617
Tripura,2012,Agriculture,2838
Tripura,2013,Agriculture,2944
Uttar Pradesh,2005,Agriculture,70167
Uttar Pradesh,2006,Agriculture,71813
Uttar Pradesh,2007,Agriculture,73512
Uttar Pradesh,2008,Agriculture,76141
Uttar Pradesh,2009,Agriculture,79152
Uttar Pradesh,2010,Agriculture,78503
Uttar Pradesh,2011,Agriculture,82344
Uttar Pradesh,2012,Agriculture,87262
Uttar Pradesh,2013,Agriculture,91579
Uttar Pradesh,2014,Agriculture,94035
Uttarakhand,2005,Agriculture,4114
Uttarakhand,2006,Agriculture,3941
Uttarakhand,2007,Agriculture,4146
Uttarakhand,2008,Agriculture,4228
Uttarakhand,2009,Agriculture,3945
Uttarakhand,2010,Agriculture,4474
Uttarakhand,2011,Agriculture,4682
Uttarakhand,2012,Agriculture,4855
Uttarakhand,2013,Agriculture,4967
Uttarakhand,2014,Agriculture,5140
West Bengal,2005,Agriculture,40020
West Bengal,2006,Agriculture,40757
West Bengal,2007,Agriculture,41168
West Bengal,2008,Agriculture,43695
West Bengal,2009,Agriculture,42155
West Bengal,2010,Agriculture,45659
West Bengal,2011,Agriculture,44702
West Bengal,2012,Agriculture,44792
West Bengal,2013,Agriculture,46523
West Bengal,2014,Agriculture,49169
A&N Islands,2005,Agriculture.and.Allied,299
A&N Islands,2006,Agriculture.and.Allied,229
A&N Islands,2007,Agriculture.and.Allied,303
A&N Islands,2008,Agriculture.and.Allied,305
A&N Islands,2009,Agriculture.and.Allied,329
A&N Islands,2010,Agriculture.and.Allied,332
A&N Islands,2011,Agriculture.and.Allied,346
A&N Islands,2012,Agriculture.and.Allied,356
A&N Islands,2013,Agriculture.and.Allied,368
A&N Islands,2014,Agriculture.and.Allied,377
Andhra Pradesh,2005,Agriculture.and.Allied,56344
Andhra Pradesh,2006,Agriculture.and.Allied,59789
Andhra Pradesh,2007,Agriculture.and.Allied,60966
Andhra Pradesh,2008,Agriculture.and.Allied,71563
Andhra Pradesh,2009,Agriculture.and.Allied,72108
Andhra Pradesh,2010,Agriculture.and.Allied,72262
Andhra Pradesh,2011,Agriculture.and.Allied,75877
Andhra Pradesh,2012,Agriculture.and.Allied,76533
Andhra Pradesh,2013,Agriculture.and.Allied,82048
Andhra Pradesh,2014,Agriculture.and.Allied,87096
Arunachal Pradesh,2005,Agriculture.and.Allied,1224
Arunachal Pradesh,2006,Agriculture.and.Allied,1194
Arunachal Pradesh,2007,Agriculture.and.Allied,1311
Arunachal Pradesh,2008,Agriculture.and.Allied,1471
Arunachal Pradesh,2009,Agriculture.and.Allied,1369
Arunachal Pradesh,2010,Agriculture.and.Allied,1351
Arunachal Pradesh,2011,Agriculture.and.Allied,1533
Arunachal Pradesh,2012,Agriculture.and.Allied,1640
Arunachal Pradesh,2013,Agriculture.and.Allied,1612
Arunachal Pradesh,2014,Agriculture.and.Allied,1676
Assam,2005,Agriculture.and.Allied,13656
Assam,2006,Agriculture.and.Allied,14006
Assam,2007,Agriculture.and.Allied,14274
Assam,2008,Agriculture.and.Allied,14676
Assam,2009,Agriculture.and.Allied,14961
Assam,2010,Agriculture.and.Allied,15992
Assam,2011,Agriculture.and.Allied,16435
Assam,2012,Agriculture.and.Allied,17255
Assam,2013,Agriculture.and.Allied,18002
Assam,2014,Agriculture.and.Allied,18829
Bihar,2005,Agriculture.and.Allied,24530
Bihar,2006,Agriculture.and.Allied,21729
Bihar,2007,Agriculture.and.Allied,27056
Bihar,2008,Agriculture.and.Allied,25035
Bihar,2009,Agriculture.and.Allied,29766
Bihar,2010,Agriculture.and.Allied,25708
Bihar,2011,Agriculture.and.Allied,30002
Bihar,2012,Agriculture.and.Allied,33755
Bihar,2013,Agriculture.and.Allied,36708
Bihar,2014,Agriculture.and.Allied,33015
Chandigarh,2005,Agriculture.and.Allied,77
Chandigarh,2006,Agriculture.and.Allied,79
Chandigarh,2007,Agriculture.and.Allied,80
Chandigarh,2008,Agriculture.and.Allied,80
Chandigarh,2009,Agriculture.and.Allied,85
Chandigarh,2010,Agriculture.and.Allied,74
Chandigarh,2011,Agriculture.and.Allied,69
Chandigarh,2012,Agriculture.and.Allied,58
Chandigarh,2013,Agriculture.and.Allied,53
Chandigarh,2014,Agriculture.and.Allied,53
Chhattisgarh,2005,Agriculture.and.Allied,10159
Chhattisgarh,2006,Agriculture.and.Allied,11455
Chhattisgarh,2007,Agriculture.and.Allied,11968
Chhattisgarh,2008,Agriculture.and.Allied,13084
Chhattisgarh,2009,Agriculture.and.Allied,11782
Chhattisgarh,2010,Agriculture.and.Allied,12784
Chhattisgarh,2011,Agriculture.and.Allied,15531
Chhattisgarh,2012,Agriculture.and.Allied,15991
Chhattisgarh,2013,Agriculture.and.Allied,17482
Chhattisgarh,2014,Agriculture.and.Allied,17882
Goa,2005,Agriculture.and.Allied,998
Goa,2006,Agriculture.and.Allied,1233
Goa,2007,Agriculture.and.Allied,1036
Goa,2008,Agriculture.and.Allied,1052
Goa,2009,Agriculture.and.Allied,975
Goa,2010,Agriculture.and.Allied,983
Goa,2011,Agriculture.and.Allied,999
Goa,2012,Agriculture.and.Allied,1014
Goa,2013,Agriculture.and.Allied,968
Gujarat,2005,Agriculture.and.Allied,32706
Gujarat,2006,Agriculture.and.Allied,40262
Gujarat,2007,Agriculture.and.Allied,39967
Gujarat,2008,Agriculture.and.Allied,43456
Gujarat,2009,Agriculture.and.Allied,40340
Gujarat,2010,Agriculture.and.Allied,40042
Gujarat,2011,Agriculture.and.Allied,48709
Gujarat,2012,Agriculture.and.Allied,51156
Gujarat,2013,Agriculture.and.Allied,47594
Haryana,2005,Agriculture.and.Allied,22125
Haryana,2006,Agriculture.and.Allied,21725
Haryana,2007,Agriculture.and.Allied,24800
Haryana,2008,Agriculture.and.Allied,24785
Haryana,2009,Agriculture.and.Allied,26572
Haryana,2010,Agriculture.and.Allied,26188
Haryana,2011,Agriculture.and.Allied,27553
Haryana,2012,Agriculture.and.Allied,29721
Haryana,2013,Agriculture.and.Allied,29348
Haryana,2014,Agriculture.and.Allied,30281
Himachal Pradesh,2005,Agriculture.and.Allied,6133
Himachal Pradesh,2006,Agriculture.and.Allied,6512
Himachal Pradesh,2007,Agriculture.and.Allied,6467
Himachal Pradesh,2008,Agriculture.and.Allied,7048
Himachal Pradesh,2009,Agriculture.and.Allied,6983
Himachal Pradesh,2010,Agriculture.and.Allied,6201
Himachal Pradesh,2011,Agriculture.and.Allied,7346
Himachal Pradesh,2012,Agriculture.and.Allied,7092
Himachal Pradesh,2013,Agriculture.and.Allied,7765
Himachal Pradesh,2014,Agriculture.and.Allied,8802
Jammu Kashmir,2005,Agriculture.and.Allied,7662
Jammu Kashmir,2006,Agriculture.and.Allied,7680
Jammu Kashmir,2007,Agriculture.and.Allied,7761
Jammu Kashmir,2008,Agriculture.and.Allied,7811
Jammu Kashmir,2009,Agriculture.and.Allied,8110
Jammu Kashmir,2010,Agriculture.and.Allied,8072
Jammu Kashmir,2011,Agriculture.and.Allied,8746
Jammu Kashmir,2012,Agriculture.and.Allied,8948
Jammu Kashmir,2013,Agriculture.and.Allied,8633
Jammu Kashmir,2014,Agriculture.and.Allied,9062
Jharkhand,2005,Agriculture.and.Allied,8917
Jharkhand,2006,Agriculture.and.Allied,9242
Jharkhand,2007,Agriculture.and.Allied,10405
Jharkhand,2008,Agriculture.and.Allied,10988
Jharkhand,2009,Agriculture.and.Allied,12809
Jharkhand,2010,Agriculture.and.Allied,12013
Jharkhand,2011,Agriculture.and.Allied,12550
Jharkhand,2012,Agriculture.and.Allied,15842
Jharkhand,2013,Agriculture.and.Allied,16815
Jharkhand,2014,Agriculture.and.Allied,18212
Karnataka,2005,Agriculture.and.Allied,31190
Karnataka,2006,Agriculture.and.Allied,34284
Karnataka,2007,Agriculture.and.Allied,33310
Karnataka,2008,Agriculture.and.Allied,37431
Karnataka,2009,Agriculture.and.Allied,38279
Karnataka,2010,Agriculture.and.Allied,39837
Karnataka,2011,Agriculture.and.Allied,46279
Karnataka,2012,Agriculture.and.Allied,43211
Karnataka,2013,Agriculture.and.Allied,41907
Karnataka,2014,Agriculture.and.Allied,42432
Kerala,2005,Agriculture.and.Allied,20844
Kerala,2006,Agriculture.and.Allied,21882
Kerala,2007,Agriculture.and.Allied,20508
Kerala,2008,Agriculture.and.Allied,20255
Kerala,2009,Agriculture.and.Allied,20657
Kerala,2010,Agriculture.and.Allied,20333
Kerala,2011,Agriculture.and.Allied,19039
Kerala,2012,Agriculture.and.Allied,19028
Kerala,2013,Agriculture.and.Allied,19864
Madhya Pradesh,2005,Agriculture.and.Allied,31238
Madhya Pradesh,2006,Agriculture.and.Allied,33439
